geoid,name,year,total_pop,plumbing,percent_lacking_plumbing
48367,"Parker County, Texas",2023,173494,64.0,0.0368888837654328
48303,"Lubbock County, Texas",2023,320940,291.0,0.090671153486633
18059,"Hancock County, Indiana",2023,86166,43.0,0.0499036743030893
48497,"Wise County, Texas",2023,78097,0.0,0.0
48231,"Hunt County, Texas",2023,113347,36.0,0.0317608758943774
17037,"DeKalb County, Illinois",2023,100288,103.0,0.1027042118698149
8041,"El Paso County, Colorado",2023,744215,545.0,0.0732315258359479
48375,"Potter County, Texas",2023,114647,0.0,0.0
55101,"Racine County, Wisconsin",2023,196613,323.0,0.1642821176626164
55059,"Kenosha County, Wisconsin",2023,167488,13.0,0.0077617500955292
55127,"Walworth County, Wisconsin",2023,105822,73.0,0.068983765190603
13097,"Douglas County, Georgia",2023,149160,450.0,0.3016894609814963
21199,"Pulaski County, Kentucky",2023,66191,123.0,0.1858258675650768
23019,"Penobscot County, Maine",2023,155312,240.0,0.1545276604512207
55063,"La Crosse County, Wisconsin",2023,120486,0.0,0.0
26155,"Shiawassee County, Michigan",2023,68025,120.0,0.1764057331863285
51700,"Newport News city, Virginia",2023,183118,405.0,0.2211688637927456
55117,"Sheboygan County, Wisconsin",2023,117752,54.0,0.0458590936884299
51800,"Suffolk city, Virginia",2023,100659,127.0,0.1261685492603741
51013,"Arlington County, Virginia",2023,234162,0.0,0.0
55009,"Brown County, Wisconsin",2023,271417,52.0,0.019158711502964
47011,"Bradley County, Tennessee",2023,111579,88.0,0.0788678873264682
51510,"Alexandria city, Virginia",2023,155230,39.0,0.0251240095342395
17199,"Williamson County, Illinois",2023,66706,107.0,0.1604053608371061
17167,"Sangamon County, Illinois",2023,193491,139.0,0.0718379666237706
5119,"Pulaski County, Arkansas",2023,400009,1103.0,0.2757437957645953
47113,"Madison County, Tennessee",2023,99193,14.0,0.0141138991662718
18011,"Boone County, Indiana",2023,76120,13.0,0.0170782974251182
5125,"Saline County, Arkansas",2023,129574,172.0,0.1327426798586136
16001,"Ada County, Idaho",2023,524673,383.0,0.0729978481835352
19169,"Story County, Iowa",2023,98566,0.0,0.0
19013,"Black Hawk County, Iowa",2023,130471,21.0,0.0160955308076124
48291,"Liberty County, Texas",2023,108272,0.0,0.0
18063,"Hendricks County, Indiana",2023,186387,239.0,0.1282278270480237
6031,"Kings County, California",2023,152682,261.0,0.1709435296891578
6103,"Tehama County, California",2023,64896,0.0,0.0
48121,"Denton County, Texas",2023,1007703,335.0,0.0332439220683078
18005,"Bartholomew County, Indiana",2023,84003,7.0,0.0083330357249145
18057,"Hamilton County, Indiana",2023,371645,114.0,0.0306744339356105
20045,"Douglas County, Kansas",2023,120553,309.0,0.2563187975413303
48181,"Grayson County, Texas",2023,146907,330.0,0.2246319099838673
18019,"Clark County, Indiana",2023,125467,109.0,0.0868754333808889
23005,"Cumberland County, Maine",2023,310230,127.0,0.0409373690487702
18141,"St. Joseph County, Indiana",2023,272848,170.0,0.062305752653492
18003,"Allen County, Indiana",2023,394545,151.0,0.0382719334930109
34017,"Hudson County, New Jersey",2023,705472,0.0,0.0
21037,"Campbell County, Kentucky",2023,93702,47.0,0.0501590147488847
34039,"Union County, New Jersey",2023,572726,421.0,0.0735080998592695
21015,"Boone County, Kentucky",2023,140496,86.0,0.0612117070948639
13255,"Spalding County, Georgia",2023,69946,86.0,0.122951991536328
13247,"Rockdale County, Georgia",2023,95987,0.0,0.0
35031,"McKinley County, New Mexico",2023,68797,1585.0,2.3038795296306525
22019,"Calcasieu Parish, Louisiana",2023,203761,55.0,0.0269924077718503
36085,"Richmond County, New York",2023,490687,287.0,0.0584894240116408
36087,"Rockland County, New York",2023,340807,193.0,0.0566302922181762
41059,"Umatilla County, Oregon",2023,80053,96.0,0.11992055263388
29510,"St. Louis city, Missouri",2023,281754,496.0,0.176040091711209
36101,"Steuben County, New York",2023,92162,204.0,0.2213493630780582
41029,"Jackson County, Oregon",2023,220768,263.0,0.1191295839976808
42039,"Crawford County, Pennsylvania",2023,82001,246.0,0.2999963415080304
29097,"Jasper County, Missouri",2023,125056,6.0,0.0047978505629477
36083,"Rensselaer County, New York",2023,159305,0.0,0.0
42007,"Beaver County, Pennsylvania",2023,165631,45.0,0.0271688270915468
45045,"Greenville County, South Carolina",2023,558036,262.0,0.0469503759614075
46083,"Lincoln County, South Dakota",2023,73238,0.0,0.0
13117,"Forsyth County, Georgia",2023,272887,57.0,0.0208877667312843
24510,"Baltimore city, Maryland",2023,565239,160.0,0.0283066101242129
25001,"Barnstable County, Massachusetts",2023,231735,142.0,0.0612768895505642
26139,"Ottawa County, Michigan",2023,303372,127.0,0.0418627955117809
26017,"Bay County, Michigan",2023,102500,186.0,0.1814634146341463
17163,"St. Clair County, Illinois",2023,251018,196.0,0.0780820498928363
19155,"Pottawattamie County, Iowa",2023,93179,143.0,0.1534680561070627
47125,"Montgomery County, Tennessee",2023,239872,67.0,0.0279315635005336
17201,"Winnebago County, Illinois",2023,280922,425.0,0.1512875460092125
17089,"Kane County, Illinois",2023,514982,192.0,0.0372828564881879
17091,"Kankakee County, Illinois",2023,105940,63.0,0.0594676231829337
51760,"Richmond city, Virginia",2023,229247,50.0,0.0218105362338438
51680,"Lynchburg city, Virginia",2023,79535,0.0,0.0
55025,"Dane County, Wisconsin",2023,575347,256.0,0.044494887433149
55027,"Dodge County, Wisconsin",2023,88231,8.0,0.009067107932586
13115,"Floyd County, Georgia",2023,100113,128.0,0.1278555232587176
72061,"Guaynabo Municipio, Puerto Rico",2023,89039,149.0,0.1673424005211199
50007,"Chittenden County, Vermont",2023,169481,76.0,0.0448427847369321
51650,"Hampton city, Virginia",2023,137098,229.0,0.167033800638959
55097,"Portage County, Wisconsin",2023,71024,0.0,0.0
55139,"Winnebago County, Wisconsin",2023,171735,108.0,0.0628875884356712
16055,"Kootenai County, Idaho",2023,185010,124.0,0.0670234041403167
55055,"Jefferson County, Wisconsin",2023,85743,0.0,0.0
18091,"LaPorte County, Indiana",2023,111706,0.0,0.0
55131,"Washington County, Wisconsin",2023,138168,200.0,0.1447513172369868
55073,"Marathon County, Wisconsin",2023,138612,89.0,0.0642080050789253
12109,"St. Johns County, Florida",2023,320110,106.0,0.0331136171940895
39013,"Belmont County, Ohio",2023,64918,0.0,0.0
39007,"Ashtabula County, Ohio",2023,96845,330.0,0.3407506840828127
9160,"Northwest Hills Planning Region, Connecticut",2023,113463,43.0,0.0378978169094771
13285,"Troup County, Georgia",2023,70742,0.0,0.0
12085,"Martin County, Florida",2023,163315,23.0,0.0140832134219147
12111,"St. Lucie County, Florida",2023,373586,343.0,0.0918128623663627
5031,"Craighead County, Arkansas",2023,113993,7.0,0.0061407279394348
42073,"Lawrence County, Pennsylvania",2023,84472,328.0,0.3882943460554977
13295,"Walker County, Georgia",2023,69489,45.0,0.0647584509778526
17179,"Tazewell County, Illinois",2023,129541,22.0,0.0169830401185724
54061,"Monongalia County, West Virginia",2023,107718,90.0,0.0835514955717707
37157,"Rockingham County, North Carolina",2023,92518,0.0,0.0
17099,"LaSalle County, Illinois",2023,108309,0.0,0.0
17113,"McLean County, Illinois",2023,170441,0.0,0.0
39155,"Trumbull County, Ohio",2023,200373,392.0,0.1956351404630364
55071,"Manitowoc County, Wisconsin",2023,81331,48.0,0.0590180865844511
51810,"Virginia Beach city, Virginia",2023,453649,33.0,0.0072743464661004
44003,"Kent County, Rhode Island",2023,171278,0.0,0.0
46099,"Minnehaha County, South Dakota",2023,206930,13.0,0.0062823176919731
53063,"Spokane County, Washington",2023,551455,208.0,0.0377183995067593
8014,"Broomfield County, Colorado",2023,76860,0.0,0.0
37067,"Forsyth County, North Carolina",2023,392921,77.0,0.0195968146268588
29051,"Cole County, Missouri",2023,77278,0.0,0.0
39165,"Warren County, Ohio",2023,252148,0.0,0.0
39157,"Tuscarawas County, Ohio",2023,91874,0.0,0.0
37097,"Iredell County, North Carolina",2023,199710,187.0,0.0936357718692103
39109,"Miami County, Ohio",2023,110876,46.0,0.041487788159746
39103,"Medina County, Ohio",2023,184042,142.0,0.0771563012790558
39169,"Wayne County, Ohio",2023,116510,699.0,0.5999485022744829
41067,"Washington County, Oregon",2023,598865,87.0,0.0145274811518455
26111,"Midland County, Michigan",2023,84039,134.0,0.1594497792691488
34037,"Sussex County, New Jersey",2023,146132,0.0,0.0
37045,"Cleveland County, North Carolina",2023,101378,56.0,0.0552388092090986
39089,"Licking County, Ohio",2023,183201,184.0,0.1004361329905404
39003,"Allen County, Ohio",2023,100838,0.0,0.0
42077,"Lehigh County, Pennsylvania",2023,377754,89.0,0.0235603064428172
42013,"Blair County, Pennsylvania",2023,120273,0.0,0.0
26125,"Oakland County, Michigan",2023,1270426,607.0,0.0477792488503856
26067,"Ionia County, Michigan",2023,66262,0.0,0.0
39041,"Delaware County, Ohio",2023,231636,0.0,0.0
39057,"Greene County, Ohio",2023,169691,30.0,0.0176791933573377
42069,"Lackawanna County, Pennsylvania",2023,216123,202.0,0.093465295225404
26025,"Calhoun County, Michigan",2023,133366,27.0,0.0202450399652085
26077,"Kalamazoo County, Michigan",2023,262215,188.0,0.0716968899567149
38015,"Burleigh County, North Dakota",2023,100012,0.0,0.0
40109,"Oklahoma County, Oklahoma",2023,808866,854.0,0.1055799106403285
20103,"Leavenworth County, Kansas",2023,83518,0.0,0.0
1103,"Morgan County, Alabama",2023,125133,0.0,0.0
39049,"Franklin County, Ohio",2023,1326063,388.0,0.029259544983911
27109,"Olmsted County, Minnesota",2023,164784,78.0,0.0473346926886105
21111,"Jefferson County, Kentucky",2023,772144,268.0,0.0347085517727263
21117,"Kenton County, Kentucky",2023,171321,0.0,0.0
40037,"Creek County, Oklahoma",2023,73332,134.0,0.1827305951017291
24013,"Carroll County, Maryland",2023,176639,39.0,0.0220789293417648
25027,"Worcester County, Massachusetts",2023,866866,0.0,0.0
26159,"Van Buren County, Michigan",2023,75798,287.0,0.3786379587851922
28081,"Lee County, Mississippi",2023,82799,0.0,0.0
28067,"Jones County, Mississippi",2023,66250,29.0,0.0437735849056603
28073,"Lamar County, Mississippi",2023,66217,54.0,0.0815500551217965
30111,"Yellowstone County, Montana",2023,170843,57.0,0.0333639657463285
35001,"Bernalillo County, New Mexico",2023,671586,652.0,0.0970836199682542
28047,"Harrison County, Mississippi",2023,210612,81.0,0.0384593470457523
29021,"Buchanan County, Missouri",2023,82956,113.0,0.1362167896234148
37081,"Guilford County, North Carolina",2023,549866,470.0,0.0854753703629611
48329,"Midland County, Texas",2023,177108,282.0,0.1592248797343993
37035,"Catawba County, North Carolina",2023,164645,225.0,0.1366576573840687
37151,"Randolph County, North Carolina",2023,147458,135.0,0.0915514926284094
37001,"Alamance County, North Carolina",2023,179165,127.0,0.0708843803198169
25003,"Berkshire County, Massachusetts",2023,126818,301.0,0.2373480105347821
26121,"Muskegon County, Michigan",2023,176564,37.0,0.0209555741827326
13059,"Clarke County, Georgia",2023,129933,180.0,0.1385329362055828
42019,"Butler County, Pennsylvania",2023,198413,139.0,0.0700558935150418
39093,"Lorain County, Ohio",2023,317910,129.0,0.0405775219401717
72139,"Trujillo Alto Municipio, Puerto Rico",2023,66705,0.0,0.0
12086,"Miami-Dade County, Florida",2023,2686867,1826.0,0.0679601930426775
17019,"Champaign County, Illinois",2023,205644,75.0,0.0364707941880142
55079,"Milwaukee County, Wisconsin",2023,916205,186.0,0.0203011334799526
56021,"Laramie County, Wyoming",2023,100984,0.0,0.0
42001,"Adams County, Pennsylvania",2023,106748,0.0,0.0
20177,"Shawnee County, Kansas",2023,177746,111.0,0.0624486626984573
23001,"Androscoggin County, Maine",2023,113765,0.0,0.0
26081,"Kent County, Michigan",2023,661354,132.0,0.0199590536989267
18109,"Morgan County, Indiana",2023,73227,73.0,0.099690005052781
22051,"Jefferson Parish, Louisiana",2023,421777,330.0,0.0782403971767071
36015,"Chemung County, New York",2023,81325,0.0,0.0
26087,"Lapeer County, Michigan",2023,88977,76.0,0.0854153320521033
13013,"Barrow County, Georgia",2023,92792,0.0,0.0
39017,"Butler County, Ohio",2023,393043,534.0,0.1358629971784258
17115,"Macon County, Illinois",2023,100591,27.0,0.0268413675179688
37135,"Orange County, North Carolina",2023,150626,67.0,0.0444810324910706
5051,"Garland County, Arkansas",2023,99784,439.0,0.4399502926320853
48485,"Wichita County, Texas",2023,130180,63.0,0.0483945306498694
37037,"Chatham County, North Carolina",2023,81624,32.0,0.0392041556404978
33005,"Cheshire County, New Hampshire",2023,77703,56.0,0.0720692894740228
35025,"Lea County, New Mexico",2023,72101,0.0,0.0
42025,"Carbon County, Pennsylvania",2023,65458,57.0,0.0870787375110758
1015,"Calhoun County, Alabama",2023,116429,0.0,0.0
36005,"Bronx County, New York",2023,1356476,461.0,0.0339851202675167
21047,"Christian County, Kentucky",2023,72032,116.0,0.1610395379831186
26145,"Saginaw County, Michigan",2023,187782,66.0,0.0351471387033901
36019,"Clinton County, New York",2023,78115,33.0,0.0422454074121487
29043,"Christian County, Missouri",2023,94422,54.0,0.0571900616381775
40119,"Payne County, Oklahoma",2023,83352,66.0,0.0791822631730492
4003,"Cochise County, Arizona",2023,124640,343.0,0.2751925545571245
48209,"Hays County, Texas",2023,280486,159.0,0.0566873212923283
12035,"Flagler County, Florida",2023,131439,0.0,0.0
33013,"Merrimack County, New Hampshire",2023,157103,273.0,0.1737713474599466
19061,"Dubuque County, Iowa",2023,98887,208.0,0.210341096402965
13223,"Paulding County, Georgia",2023,183164,304.0,0.1659714791116158
36109,"Tompkins County, New York",2023,103558,139.0,0.1342242994264083
19153,"Polk County, Iowa",2023,505255,132.0,0.0261254218167064
48309,"McLennan County, Texas",2023,268583,173.0,0.064412118414047
48251,"Johnson County, Texas",2023,202906,523.0,0.2577548224300908
48451,"Tom Green County, Texas",2023,119057,141.0,0.1184306676633881
48113,"Dallas County, Texas",2023,2606358,1517.0,0.0582038231125578
19049,"Dallas County, Iowa",2023,111092,8.0,0.0072012386130414
48183,"Gregg County, Texas",2023,126243,255.0,0.201991397542834
39063,"Hancock County, Ohio",2023,74704,0.0,0.0
39023,"Clark County, Ohio",2023,134610,23.0,0.0170863977416239
39159,"Union County, Ohio",2023,69637,46.0,0.0660568376007007
40131,"Rogers County, Oklahoma",2023,100248,78.0,0.0778070385444098
35049,"Santa Fe County, New Mexico",2023,155956,121.0,0.077585985790864
41071,"Yamhill County, Oregon",2023,108644,32.0,0.0294539965391554
26075,"Jackson County, Michigan",2023,159424,18.0,0.0112906463267763
42011,"Berks County, Pennsylvania",2023,432821,245.0,0.0566053865223729
27037,"Dakota County, Minnesota",2023,447440,168.0,0.0375469336670838
37063,"Durham County, North Carolina",2023,336892,123.0,0.0365102169241181
42075,"Lebanon County, Pennsylvania",2023,144252,142.0,0.0984388431356237
27123,"Ramsey County, Minnesota",2023,536075,232.0,0.0432775264655132
27035,"Crow Wing County, Minnesota",2023,68304,46.0,0.0673459826657296
37191,"Wayne County, North Carolina",2023,118686,24.0,0.020221424599363
42081,"Lycoming County, Pennsylvania",2023,112724,12.0,0.010645470352365
55087,"Outagamie County, Wisconsin",2023,193234,131.0,0.0677934524980076
27003,"Anoka County, Minnesota",2023,372441,436.0,0.1170655217873435
42079,"Luzerne County, Pennsylvania",2023,327388,64.0,0.0195486700795386
39151,"Stark County, Ohio",2023,372716,135.0,0.0362206076476459
18043,"Floyd County, Indiana",2023,80809,41.0,0.0507369228675023
39141,"Ross County, Ohio",2023,76501,10.0,0.0130717245526202
18039,"Elkhart County, Indiana",2023,206409,362.0,0.1753799495177051
13063,"Clayton County, Georgia",2023,298300,769.0,0.2577941669460274
29071,"Franklin County, Missouri",2023,106404,133.0,0.1249953009285365
1083,"Limestone County, Alabama",2023,114654,0.0,0.0
21093,"Hardin County, Kentucky",2023,112273,425.0,0.3785415905872293
22073,"Ouachita Parish, Louisiana",2023,157568,220.0,0.1396222583265637
37027,"Caldwell County, North Carolina",2023,80574,0.0,0.0
48213,"Henderson County, Texas",2023,86158,0.0,0.0
53025,"Grant County, Washington",2023,102678,64.0,0.0623307816669588
13151,"Henry County, Georgia",2023,254613,248.0,0.0974027249197802
13139,"Hall County, Georgia",2023,217267,0.0,0.0
39145,"Scioto County, Ohio",2023,71969,60.0,0.083369228417791
55133,"Waukesha County, Wisconsin",2023,412591,136.0,0.0329624252589125
55141,"Wood County, Wisconsin",2023,73939,73.0,0.0987300342173954
17119,"Madison County, Illinois",2023,262752,230.0,0.0875350140056022
72013,"Arecibo Municipio, Puerto Rico",2023,85641,132.0,0.1541317826741864
39119,"Muskingum County, Ohio",2023,86305,0.0,0.0
6075,"San Francisco County, California",2023,808988,226.0,0.0279361374952409
28075,"Lauderdale County, Mississippi",2023,70527,0.0,0.0
18173,"Warrick County, Indiana",2023,65867,0.0,0.0
18105,"Monroe County, Indiana",2023,139342,28.0,0.0200944438862654
26093,"Livingston County, Michigan",2023,196757,154.0,0.0782691340079387
55089,"Ozaukee County, Wisconsin",2023,93460,0.0,0.0
13067,"Cobb County, Georgia",2023,776743,531.0,0.0683623798347716
48221,"Hood County, Texas",2023,67774,0.0,0.0
55109,"St. Croix County, Wisconsin",2023,96763,25.0,0.0258363217345472
12099,"Palm Beach County, Florida",2023,1533801,718.0,0.0468118093546685
19113,"Linn County, Iowa",2023,228972,143.0,0.0624530510280733
51770,"Roanoke city, Virginia",2023,97171,0.0,0.0
26117,"Montcalm County, Michigan",2023,68154,241.0,0.3536109399301582
37183,"Wake County, North Carolina",2023,1190275,113.0,0.0094936044191468
18081,"Johnson County, Indiana",2023,167819,0.0,0.0
48027,"Bell County, Texas",2023,393193,411.0,0.1045288191804025
39045,"Fairfield County, Ohio",2023,165360,49.0,0.0296323173681664
12115,"Sarasota County, Florida",2023,469013,307.0,0.0654566078125766
35061,"Valencia County, New Mexico",2023,79141,274.0,0.3462175105191999
40017,"Canadian County, Oklahoma",2023,175829,107.0,0.0608545803024529
48441,"Taylor County, Texas",2023,146836,159.0,0.1082840720259337
23011,"Kennebec County, Maine",2023,127259,46.0,0.0361467558286643
51550,"Chesapeake city, Virginia",2023,253886,239.0,0.0941367385361934
21185,"Oldham County, Kentucky",2023,70183,21.0,0.0299217759286436
36093,"Schenectady County, New York",2023,159902,61.0,0.0381483658740978
37109,"Lincoln County, North Carolina",2023,95675,0.0,0.0
28059,"Jackson County, Mississippi",2023,146389,350.0,0.2390890025889923
39113,"Montgomery County, Ohio",2023,533796,375.0,0.0702515567744981
18097,"Marion County, Indiana",2023,968460,561.0,0.0579270181525308
12019,"Clay County, Florida",2023,232439,521.0,0.2241448293960996
48439,"Tarrant County, Texas",2023,2182947,1784.0,0.0817243845132291
19103,"Johnson County, Iowa",2023,157528,36.0,0.0228530800873495
1077,"Lauderdale County, Alabama",2023,96814,260.0,0.2685562005495073
21145,"McCracken County, Kentucky",2023,67428,14.0,0.0207628878210832
26045,"Eaton County, Michigan",2023,108820,155.0,0.1424370520124977
26161,"Washtenaw County, Michigan",2023,365536,271.0,0.0741377046310076
16019,"Bonneville County, Idaho",2023,131366,11.0,0.0083735517561621
17183,"Vermilion County, Illinois",2023,71652,120.0,0.1674761346508122
17093,"Kendall County, Illinois",2023,139976,86.0,0.0614391038463736
39099,"Mahoning County, Ohio",2023,225596,30.0,0.0132981081224844
29047,"Clay County, Missouri",2023,259772,121.0,0.0465793080085613
13057,"Cherokee County, Georgia",2023,286602,125.0,0.0436144897802527
26065,"Ingham County, Michigan",2023,284637,145.0,0.050942077101712
72137,"Toa Baja Municipio, Puerto Rico",2023,71888,682.0,0.9486979746271976
